"","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"811300/US",59.304,60.608,62.189,63.973,65.983,68.2,70.634,72.913,76.009,79.961,83.159,84.936,85.749,87.077,90.874,91.942,93.722,96.081,97.057,98.223,100,101.866,105.553,110.156,115.647,132.855
"811400/US",41.937,42.868,44.99,46.755,49.871,52.199,54.762,58.371,61.975,65.372,68.223,71.843,74.207,76.45,79.189,83.282,86.456,88.777,91.966,94.598,100,106.176,112.682,113.383,119.414,129.759
"812100/US",61.542,62.752,64.702,67.167,69.616,71.175,72.882,74.652,77.11,79.453,82.038,85.119,87.12,88.29,89.381,91.049,92.985,94.347,96.243,98.37,100,102.356,105.447,109.942,114.892,122.34
"812200/US",53.508,55.433,57.282,58.853,60.865,63.733,66.28,69.174,71.592,75.315,79.046,82.913,86.216,88.013,89.798,91.227,93.739,95.202,96.869,98.344,100,101.618,103.468,105.15,107.102,111.172
"812300/US",60.073,61.055,62.535,63.768,66.057,68.077,69.053,70.888,72.481,74.623,76.899,80.404,82.818,84.797,86.269,87.982,89.76,91.576,93.755,96.987,100,103.103,107,110.124,114.807,124.988
"812900/US",53.573,54.668,55.854,57.833,60.229,61.595,62.933,65.137,68.149,70.78,73.299,78.145,82.299,84.718,87.485,90.79,93.619,95.354,97.049,98.76,100,101.253,105.5,109.212,111.705,121.715
"813100/US",59.622,61.207,62.969,66.748,69.064,70.617,71.409,74.251,76.673,79.25,81.955,82.908,82.923,84.998,87.096,89.561,91.707,93.574,95.624,97.874,100,102.356,105.054,107.887,113.071,119.694
"813A00/US",57.682,59.64,61.769,64.4,67.101,69.136,70.222,72.972,75.757,78.687,81.645,83.028,83.377,85.337,87.761,89.812,92.01,93.714,95.67,97.867,100,103.256,105.597,107.945,112.113,117.065
"813B00/US",61.172,62.911,64.506,66.637,69.212,70.587,72.081,74.675,77.172,80.033,82.367,83.652,84.53,86.371,88.863,90.472,92.229,94.028,96.14,98.098,100,101.987,104.576,108.59,112.274,117.597
"814000/US",61.757,63.389,65.186,67.857,70.379,72.935,74.747,76.482,78.96,81.735,84.782,87.998,88.989,89.384,90.387,91.756,93.351,95.547,96.831,97.829,100,102.725,105.108,108.189,116.967,125.541
"S00500/US",60.47,61.399,63.05,65.499,67.164,70.064,74.171,77.105,81.093,84.326,87.197,90.313,89.536,91.709,94.52,95.551,96.044,97.505,97.716,98.243,100,102.949,104.799,106.012,109.985,117.309
"S00600/US",59.686,60.616,62.523,64.93,66.382,69.223,72.247,75.147,78.117,80.502,83.11,85.399,86.164,88.832,91.239,91.856,93.421,95.536,96.443,97.676,100,103.385,105.607,106.514,109.91,115.862
"491000/US",62.409,62.411,64.212,64.213,67.617,70.705,72.845,72.847,72.849,77.547,81.237,84.676,87.688,89.084,90.318,92.639,94.912,100.376,101.964,99.67,100,101.552,104.441,106.369,110.65,119.498
"S00101/US",77.051,75.826,74.782,76.71,82.024,80.941,83.559,85.4,98.79,103.835,107.011,117.913,106.859,111.387,113.598,100.739,107.832,120.297,106.09,96.626,100,110.855,115.02,105.576,146.591,158.889
"S00102/US",72.75,73.971,75.515,77.405,79.275,77.446,77.581,79.281,78.859,78.88,77.898,76.893,87.462,97.481,101.148,100.426,99.168,99.798,101.074,100.624,100,100.441,102.802,103.506,106.954,117.704
"GSLGE/US",44.776,46.552,48.889,51.593,54.05,56.487,59.735,63.359,66.844,70.17,73.613,77.702,79.394,82.645,85.722,88.208,91.641,94.567,95.919,97.277,100,103.895,106.126,109.263,113.378,118.799
"GSLGH/US",71.299,71.809,73.223,75.348,77.766,79.069,81.306,83.613,85.666,88.044,90.198,92.667,92.075,94.004,95.431,96.429,98.281,99.146,98.658,98.538,100,102.309,103.362,106.327,111.76,118.638
"GSLGO/US",63.404,63.628,65.688,68.591,70.224,70.709,72.287,74.991,78.781,82.494,86.88,91.209,88.591,91.224,94.121,95.844,98.934,100.5,98.807,97.641,100,104.31,104.993,108.458,117.406,128.034
"S00201/US",56.179,55.56,54.872,55.655,57.302,58.587,62.796,66.475,69.556,71.904,73.385,76.338,79.887,83.069,86.981,89.646,93.494,94.656,96.704,98.299,100,101.776,102.895,101.386,103.36,107.029
"S00202/US",62.103,61.106,60.199,61.74,66.092,65.276,67.452,68.993,72.072,77.44,79.992,83.997,85.954,87.889,90.121,91.058,92.253,95.617,97.181,96.077,100,101.283,101.166,100.308,107.115,123.834
"S00203/US",53.403,54.335,55.676,58.181,60.325,60.941,63.163,66.301,70.36,73.697,76.519,80.378,80.696,83.449,86.543,89.172,91.351,93.573,95.226,97.106,100,103.029,105.524,107.218,113.74,120.685
