"","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"324122/US",45.034,44.83,44.865,47.703,48.83,50.052,52.506,53.181,59.046,65.328,66.079,82.161,96.785,97.495,102.075,101.909,104.341,102.294,101.374,100.39,100,106.013,109.95,111.733,122.884,143.159,148.368,151.563
"324190/US",40.962,40.809,40.892,43.815,45.425,46.022,48.295,50.933,58.383,69.331,73.472,86.903,84.834,96.013,117.519,122.038,117.534,115.093,105.832,94.706,100,109.627,110.632,105.885,125.586,180.932,152.838,135.119
"325110/US",55.021,46.345,49.005,63.298,57.314,56.545,63.183,76.953,99.425,111.309,116.185,134.737,95.202,144.736,184.816,150.34,144.745,144.795,95.05,74.332,100,123.594,84.001,72.625,157.261,185.35,136.538,118.694
"325120/US",55.973,55.024,54.968,56.636,58.347,57.484,58.761,62.354,68.938,70.729,72.623,82.035,79.047,80.088,83.77,85.015,87.58,91.453,91.381,94.554,100,103.821,114.02,112.686,119.884,139.471,145.291,148.004
"325130/US",83.851,84.859,84.675,84.804,83.191,79.029,78.776,81.314,85.903,89.354,92.822,98.853,94.713,97.561,114.937,130.174,119.058,111.808,103.974,96.281,100,107.056,113.771,112.749,115.624,137.69,141.253,134.824
"325180/US",46.485,45.743,41.789,42.989,45.424,44.001,47.025,48.736,56.58,66.046,68.101,88.868,95.268,91.036,101.923,105.295,103.766,102.093,101.087,96.231,100,109.647,110.403,107.141,116.844,146.193,147.631,138.168
"325190/US",52.367,49.389,49.175,55.555,55.816,55.551,58.877,64.118,72.213,77.537,80.218,93.864,92.182,93.811,112.779,111.2,111.65,108.446,98.023,95.338,100,102.982,100.703,96.21,121.379,141.53,136.039,123.535
"325211/US",58.266,53.409,53.876,61.393,57.975,57.196,63.564,71.687,84.035,87.008,86.315,95.011,84.809,94.127,103.465,104.441,107.82,111.872,98.823,93.476,100,105.093,98.125,93.543,130.2,133.998,119.415,116.082
"3252A0/US",67.387,65.878,63.026,66.026,66.82,65.193,67.593,70.062,76.79,80.722,82.211,92.714,85.681,94.061,109.679,111.022,105.962,105.734,97.342,94.982,100,103.023,100.86,95.052,110.835,123.881,116.194,119.768
"325411/US",73.021,74.031,77.827,79.902,77.685,73.618,75.154,75.392,76.403,77.739,79.653,87.127,94.344,98.222,99.049,100.091,98.093,100.097,101.085,99.605,100,103.642,104.203,105.679,105.846,108.313,109.268,113.247
"325412/US",37.486,43.067,44.554,45.548,46.809,48.325,50.38,52.476,54.991,57.606,59.624,63.122,66.522,69.652,72.715,76.284,79.705,84.368,89.951,95,100,103.35,105.525,108.003,108.557,111.179,113.507,114.878
"325413/US",66.785,68.429,69.834,71.946,72.543,73.715,74.719,75.797,78.074,79.946,80.062,82.507,85.07,86.129,88.589,90.932,97.216,101.591,99.683,98.931,100,101.285,102.224,103.375,104.627,112.216,113.986,114.495
"325414/US",58.125,59.868,64.529,64.875,67.109,67.592,66.126,69.336,74.783,78.076,80.304,83.065,83.752,85.64,89.021,90.547,92.592,94.427,97.535,99.71,100,102.467,107.261,109.476,111.622,114.06,118.11,120.922
"325310/US",60.181,58.294,55.873,54.309,57.533,52.656,61.833,70.963,79.361,83.628,104.598,198.664,99.505,110.79,148.467,149.101,140.769,133.386,128.354,104.896,100,107.17,107.164,100.419,134.948,189.735,144.986,136.834
"325320/US",78.122,78.352,76.412,77.384,78.711,79.006,78.98,79.606,80.533,84.331,86.451,93.966,102.001,94.724,94.431,99.211,100.488,101.767,100.645,99.807,100,107.474,110.358,105.577,109.198,139.711,125.487,116.68
"325510/US",55.789,56.657,57.422,58.635,59.641,60.401,61.868,63.984,68.513,73.536,76.432,81.486,86.139,86.511,90.791,98.262,99.573,100.557,99.429,98.631,100,102.928,106.675,108.09,117.002,147.672,150.366,151.756
"325520/US",61.977,62.916,63.095,64.16,65.981,66.139,66.957,68.863,73.574,79.141,81.908,87.464,88.815,90.137,95.001,97.589,98.498,98.974,99.106,98.904,100,100.189,101.169,101.583,105.654,120.915,124.271,125.464
"325610/US",64.52,64.853,64.865,66.336,67.369,66.915,67.653,69.135,72.791,76.95,78.87,85.003,88.675,88.584,93.029,97.349,97.037,97.584,98.034,98.265,100,103.129,103.756,104.119,108.411,119.302,127.273,128.825
"325620/US",77.996,79.383,80.657,81.979,82.529,82.838,83.604,84.131,85.838,87.432,89.058,89.654,90.732,91.733,92.899,94.778,95.794,98.732,99.428,99.09,100,101.369,102.672,103.119,103.374,109.476,114.596,116.172
"325910/US",63.926,64.015,63.664,64.133,65.437,65.078,64.215,63.43,65.974,68.932,73.181,79.23,84.621,84.769,87.664,90.299,92.144,92.85,95.868,98.934,100,101.503,102.829,103.08,107.079,117.988,123.528,122.781
"3259A0/US",71.923,71.923,71.126,72.4,74.05,72.366,73.194,75.031,80.103,84.371,86.691,91.335,92.05,92.603,98.111,100.86,100.893,101.53,100.59,98.935,100,102.766,103.765,102.919,108.443,120.023,121.245,122.489
"326110/US",58.357,57.031,57.113,60.174,61.545,60.853,63.465,66.488,74.495,79.31,78.931,88.12,84.37,89.177,95.316,97.157,99.27,102.035,98.996,97.06,100,103.259,101.13,100.281,117.641,130.12,127.143,127.815
"326120/US",57.848,56.621,58.303,61.897,57.227,58.395,61.079,65.542,73.526,84.579,81.077,87.964,85.168,88.913,94.278,97.745,99.285,100.674,99.708,97.017,100,104.07,104.832,106.208,133.044,166.269,161.054,154.488
"326130/US",67.497,70.03,70.7,71.72,74.152,74.445,74.791,77.048,80.225,83.016,82.732,86.085,86.453,87.079,89.586,91.378,94.668,97.744,98.563,98.798,100,101.651,103.122,104.573,109.364,124.825,131.735,134.527
"326140/US",56.587,55.839,55.884,57.097,57.196,58.148,59.884,63.147,70.081,74.161,77.061,82.996,82.423,82.264,86.838,90.101,91.479,92.716,94.217,93.406,100,105.052,105.249,104.728,128.924,172.082,169.094,165.514
"326150/US",61.977,61.544,61.426,61.76,61.597,62.213,63.939,64.468,69.975,85.899,83.739,88.79,89.971,88.787,90.001,93.524,95.711,97.965,98.428,98.475,100,104.485,103.744,101.786,110.662,124.219,121.724,119.772
"326160/US",80.313,79.364,79.74,82.919,83.486,81.188,85.081,86.909,96.499,100.654,99.844,107.035,96.702,97.367,106.532,108.446,111.241,109.494,102.298,97.714,100,106.805,107.746,101.357,109.419,125.241,123.661,123.792
"326190/US",70.156,69.999,70.202,71.523,72.793,72.53,73.179,74.25,78.268,81.845,82.495,86.488,87.705,89.566,93.74,95.495,98.351,99.558,99.332,98.831,100,103.032,104.603,104.678,116.158,131.849,133.066,134.526
"326210/US",64.081,63.252,62.854,62.696,63.14,63.847,65.591,68.694,71.931,76.711,78.521,86.525,86.763,91.192,102.41,104.78,104.838,102.278,100.23,98.513,100,101.601,103.763,102.648,107.288,123.762,131.84,134.157
"326220/US",54.745,55.244,55.536,56.139,57.539,57.086,57.92,59.758,63.33,65.786,67.426,71.737,75.962,78.097,86.576,93.233,96.859,96.839,96.353,96.9,100,103.157,105.628,107.705,112.238,122.995,124.719,125.338
"326290/US",73.337,73.596,73.389,73.963,74.413,74.234,74.068,73.91,75.812,78.697,80.339,85.186,86.917,88.75,95.086,99.501,99.538,99.19,99.489,99.284,100,101.065,102.253,102.524,105.624,120.869,127.028,128.732
"423100/US",79.539,78.878,80.689,80.08,77.986,76.939,75.206,76.103,75.982,79.915,80.447,84.855,85.345,84.153,92.038,95.343,99.799,96.932,92.985,97.671,100,102.844,107.685,103.096,111.099,141.193,140.036,152.459
"423400/US",134.96,126.562,118.541,113.407,101.279,94.372,87.765,85.676,81.819,83.708,84.433,86.341,88.388,86.745,87.147,87.857,92.288,96.195,97.804,98.096,100,103.638,103.344,104.151,110.34,115.281,122.706,125.014
"423600/US",104.08,101.78,100.507,98.877,96.248,95.092,92.075,90.42,90.121,93.649,95.421,98.333,101.388,99.455,106.488,105.869,98.787,95.908,96.951,97.786,100,101.937,107.338,109.867,130.201,139.111,146.724,159.898
"423800/US",61.537,62.446,63.432,63.997,64.39,65.264,65.174,67.308,70.319,73.316,74.973,77.101,79.285,78.107,79.221,83.095,86.378,87.169,87.969,95.503,100,101.971,108.574,111.132,113.862,133.901,145.097,146.736
"423A00/US",72.353,70.905,71.114,71.285,69.446,69.677,69.494,75.815,78.193,81.653,83.502,86.305,89.232,87.745,89.791,93.177,94.351,95.131,96.554,98.853,100,103.297,105.09,107.187,127.537,141.632,140.974,140.569
"424200/US",59.686,63.176,64.748,65.661,65.521,66.239,66.468,68.286,70.991,73.139,76.008,79.807,87.654,91.377,96.893,97.949,105.617,114.706,116.499,104.701,100,103.651,110.322,112.205,108.428,113.149,119.899,120.592
"424400/US",72.99,73.049,73.57,73.767,75.125,74.97,75.639,78.986,81.301,83.027,86.455,90.949,100.115,104.502,107.738,104.223,93.515,94.362,98.163,99.399,100,102.426,106.129,105.801,107.937,122.296,129.362,147.274
"424700/US",50.689,48.208,51.226,58.629,57.436,56.83,60.904,66.715,76.728,83.015,82.942,81.187,84.324,84.622,85.493,88.155,92.861,92.896,95.912,97.626,100,99.356,96.427,92.895,111.107,121.028,122.125,119.994
"424A00/US",57.546,56.602,56.961,58.74,59.092,59.924,61.46,63.962,66.608,69.546,72.505,76.073,83.123,86.772,86.357,90.561,94.607,95.384,94.749,93.58,100,101.202,101.597,102.713,103.229,116.099,122.527,126.96
"425000/US",69.18,67.087,68.349,71.495,69.988,69.745,70.815,74.536,78.201,81.398,82.692,84.808,85.224,86.639,93.343,97.614,96.896,98.287,94.652,96.7,100,102.638,105.024,105.523,112.041,125.776,130.315,135.585
"4200ID/US",100.874,94.781,94.837,92.368,93.293,86.907,88.157,86.012,87.452,86.843,91.921,96.515,90.119,96.799,102.283,104.679,108.638,108.408,104.563,101.82,100,131.269,188.627,175.106,194.632,207.354,168.638,164.212
"441000/US",86.294,86.254,88.576,89.583,88.271,94.434,95.305,96.06,98.643,102.656,103.601,103.118,105.879,108.645,111.886,111.922,111.523,110.658,108.46,102.581,100,100.62,100.58,110.839,149.034,178.287,149.174,117.273
"445000/US",53.946,54.771,55.914,57.328,60.244,61.549,63.904,66.783,71.02,73.352,75.542,80.048,81.375,79.642,83.511,87.113,89.002,91.737,95.993,99.038,100,103.154,105.058,108.551,110.626,123.903,135.321,139.403
"452000/US",92.863,93.259,93.184,93.888,94.365,86.851,84.703,85.596,86.583,88.04,89.85,91.97,90.89,92.305,91.297,99.444,98.745,100.046,99.984,100.416,100,99.52,102.656,100.727,105.398,122.425,130.122,132.177
"444000/US",74.931,73.618,73.374,74.288,74.698,73.123,73.913,77.984,79.747,87.257,88.357,87.1,87.889,87.37,89.147,93.255,98.206,96.241,97.54,97.805,100,104.552,106.525,117.417,143.825,155.001,145.615,148.835
"446000/US",63.855,64.742,66.084,67.778,70.387,74.777,77.122,78.403,82.17,88.814,90.875,95.048,100.071,99.632,96.584,99.458,102.985,105.847,102.462,101.491,100,101.594,103.439,104.052,103.635,104.579,104.037,102.527
"447000/US",46.963,43.591,46.596,55.41,55.34,49.122,49.959,54.103,53.669,52.039,67.375,66.258,65.039,67.317,71.543,74.489,79.262,85.625,91.828,96.605,100,101.991,102.713,123.025,123.752,150.221,147.53,157.84
"448000/US",90.278,88.638,87.468,86.662,85.294,83.227,81.67,81.965,83.978,85.965,86.022,88.216,89.2,92.304,97.506,98.221,96.957,99.184,100.662,100.758,100,98.465,99.298,93.513,101.586,108.698,111.926,112.808
"454000/US",83.971,83.116,83.342,86.841,86.842,86.432,87.664,89.627,92.166,93.301,93.959,97.956,99.409,97.082,96.449,95.809,96.763,97.606,99.478,99.801,100,101.231,106.719,109.939,115.956,112.068,115.327,118.581
"4B0000/US",106.049601386407,104.325666673496,101.575278911565,100.197286664717,96.9902348475643,94.2936827755329,93.3217727112178,92.7005777771657,93.9574973320979,94.6619605294087,94.4102171708015,95.8128148078268,96.5678762367019,95.01439207338,95.6201143908681,95.6610720713796,97.9414342433438,98.181065976539,97.7471186596019,97.0942481239489,100,99.255980346072,97.868777797752,100.953057789955,108.805272741158,115.960965873829,118.600438666601,118.799590479227
"481000/US",53.335,53.176,55.979,65.804,71.182,72.393,73.956,74.575,78.765,82.851,84.689,92.31,85.694,91.07,97.365,102.162,102.761,105.102,101.545,98.881,100,102.779,106.273,94.511,96.463,116.63,119.186,119.192
"482000/US",55.515,56.222,56.231,57.063,58.24,59.465,60.313,62.535,68.693,74.541,77.329,86.115,81.822,85.68,92.588,96.693,99.68,101.398,98.035,96.635,100,105.45,108.596,108.84,113.93,124.324,126.944,129.375
"483000/US",63.404,65.595,72.02,77.494,80.234,83.186,90.149,91.367,93.234,93.716,92.667,100.274,86.977,93.955,96.249,94.488,94.394,97.129,96.695,95.628,100,106.038,108.391,102.062,113.489,134.391,135.651,135.99
"484000/US",63.268,64.637,66.377,69.138,71.084,72.064,74.053,76.904,81.134,84.159,85.799,91.262,87.393,88.93,94.067,97.148,98.473,100.078,98.437,97.796,100,106.173,108.901,108.653,121.917,144.89,138.831,137.469
"485000/US",55.136,55.664,55.736,57.217,58.989,60.435,63.955,67.163,70.011,73.43,74.549,78.282,82.352,86.09,90.335,91.847,94.773,95.165,96.571,98.665,100,101.204,101.76,99.962,102.809,104.9,105.923,105.664
"486000/US",56.358,54.22,53.682,55.615,57.269,58.051,59.23,61.785,64.181,69.063,72.536,76.683,75.865,81.913,85.634,87.277,92.493,94.006,93.687,97.714,100,102.617,110.236,114.642,121.121,133.938,139.419,141.385
"48A000/US",77.414,77.753,78.578,80.46,81.076,80.951,82.027,83.082,84.771,86.583,88.041,91.774,88.689,91.139,94.692,96.152,97.345,98.293,97.964,98.219,100,102.148,104.237,101.162,125.252,137.351,113.063,123.38
"492000/US",38.192,37.509,38.947,42.761,44.682,45.563,47.15,50.483,54.147,57.813,62.562,67.563,67.32,72.955,80.249,85.407,90.01,94.224,96.572,96.654,100,105.873,110.723,114.605,122.553,137.264,145.487,154.18
"493000/US",82.274,83.264,85.168,86.682,88.502,89.589,90.742,91.448,91.878,92.741,97.464,101.344,101.909,100.367,98.577,96.484,95.264,95.407,96.735,97.361,100,103.723,103.638,103.486,110.415,126.019,137.301,143.765
"511110/US",69.603,70.564,72.017,73.739,77.64,79.635,81.011,81.494,82.825,84.561,84.965,86.166,87.319,88.276,89.553,91.149,92.904,95.044,96.248,98.747,100,102.541,106.911,114.462,117.598,121.022,124.432,126.214
"511120/US",72.851,75.035,76.33,78.105,81.121,83.858,86.202,86.924,88.365,89.959,90.809,92.705,93.326,94.068,94.264,94.692,95.783,96.524,97.602,98.294,100,100.567,101.046,103.516,103.152,103.835,103.605,104.389
"511130/US",61.929,63.293,64.99,66.084,68.156,70.851,73.046,75.489,78.014,80.586,81.728,84.623,87.19,89.252,90.628,92.852,94.564,96.283,98.413,98.698,100,101.925,103.575,106.116,110.855,116.235,122.485,130.089
"5111A0/US",82.112,84.338,87.727,88.244,86.858,83.439,85.031,86.438,92.597,97.778,99.348,99.899,100.275,100.303,101.073,101.644,101.788,101.637,101.535,101.02,100,99.605,100.476,100.807,101.544,104.758,102.803,103.798
"511200/US",152.677,145.596,143.928,145.992,144.472,141.014,133.835,127.352,124.417,124.319,122.276,121.914,118.521,113.105,111.735,108.684,106.789,105.106,103.079,101.407,100,97.989,97.714,96.941,95.373,93.661,94.146,97.382
"512100/US",92.624,93.068,94.917,97.102,98.45,98.285,99.172,100.717,99.071,97.875,98.234,98.587,93.022,94.863,94.824,97.677,96.683,96.754,96.525,100.259,100,101.851,101.326,100.783,101.489,106.09,103.831,107.661
"512200/US",109.519,110.147,111.91,113.332,118.119,117.157,120.199,120.663,121.89,119.707,117.511,115.522,110.678,105.666,103.216,100.075,100.49,100.59,98.708,97.069,100,97.274,93.723,91.816,91.068,91.335,94.657,97.883
"515100/US",79.301,80.24,81.982,84.26,88.347,90.229,91.773,92.48,93.353,95.092,95.563,96.109,94.284,94.617,94.954,96.472,97.672,98.55,97.044,100.887,100,100.236,99.872,98.183,98.608,102.396,92.242,91.372
"515200/US",78.371,78.666,79.741,83.895,87.188,87.26,89.723,91.371,92.145,93.645,92.919,95.56,93.975,95.406,96.189,99.68,98.95,99.084,97.646,101.4,100,101.165,99.718,98.552,98.303,101.993,92.286,92.833
"517110/US",93.255,92.007,90.398,88.819,87.838,86.256,86.418,86.384,87.108,87.907,88.225,89.109,89.965,90.628,91.945,93.336,94.393,95.414,97.109,98.81,100,102.587,103.847,104.908,105.949,108.665,113.378,116.945
"517210/US",228.775,225.912,220.724,209.263,199.892,201.144,200.314,195.515,171.573,158.853,154.764,145.958,141.549,135.854,131.592,129.123,127.795,124.06,115.066,106.713,100,96.707,96.128,96.012,96.06,96.601,98.266,99.339
"517A00/US",129.387,128.675,126.052,125.328,122.895,120.611,118.183,115.756,110.408,107.881,107.279,105.633,104.674,103.198,102.874,102.597,104.437,104.119,103.096,101.133,100,101.082,101.552,102.667,102.8,104.636,108.375,110.444
"518200/US",92.219,93.628,95.027,96.892,98.14,98.822,98.354,97.028,96.987,97.799,98.623,99.512,99.439,98.858,99.242,99.615,99.835,100.026,100.084,99.666,100,96.823,96.629,95.326,94.503,93.81,94.135,96.439
"519130/US",101.018,104.499,106.576,105.62,102.829,98.025,98.839,98.769,103.839,107.851,101.971,102.434,103.579,103.673,103.579,103.477,102.961,102.497,102.124,100.76,100,98.845,99.78,100.376,102.092,103.849,100.838,99.133
"5191A0/US",79.187,82.83,84.006,84.787,87.521,89.179,91.357,91.859,93.001,92.946,88.357,89.72,91.385,92.406,92.987,94.253,95.182,97.02,98.173,99.232,100,101.055,102.758,105.164,107.442,110.525,113.385,116.362
"522A00/US",71.075,72.492,73.887,76.384,78.982,80.058,80.946,82.311,82.898,83.623,84.785,85.976,83.378,85.204,86.586,90.9,93.657,94.751,95.766,98.082,100,107.565,108.451,108.023,104.729,110.106,113.633,119.522
"52A000/US",54.519,53.798,51.239,54.003,56.573,57.53,63.193,64.649,67.219,72.132,74.883,72.203,58.011,65.139,65.232,67.04,71.191,77.166,81.577,90.683,100,107.744,111.531,109.686,117.021,136.293,145.448,153.292
"523900/US",41.34,43.399,44.334,45.549,46.375,47.71,48.852,53.106,56.761,60.343,65.365,63.561,58.016,63.776,68.153,71.723,80.259,89.106,92.648,93.755,100,105.202,107.627,111.841,129.374,121.245,119.995,129.66
"523A00/US",104.604,98.867,90.209,80.857,77.659,77.333,78.978,81.236,83.087,84.041,87.347,89.497,84.679,88.297,92.51,93.603,96.036,99.599,98.314,99.25,100,105.277,105.247,102.257,104.288,105.195,110.616,116.452
"524113/US",86.619,87.362,87.682,86.385,87.445,89.253,91.114,92.372,93.051,93.454,93.579,93.443,94.292,95.251,96.879,98.004,97.973,98.812,99.047,100.274,100,100.164,100.471,101.393,101.332,103.174,102.701,101.768
"5241XX/US",70.083,71.138,71.754,72.819,74.412,76.272,79.725,82.287,84.136,85.342,85.761,85.85,87.893,89.901,91.711,93.232,94.819,97.148,98.891,100.239,100,104.506,104.499,110.106,108.268,111.65,118.29,126.42
"524200/US",77.737,79.065,80.589,82.727,85.347,88.833,90.974,93.032,93.936,94.305,95.09,94.695,94.834,95.011,95.111,95.557,96.368,97.166,98.092,98.782,100,101.162,101.946,102.692,103.167,103.427,104.179,106.28
"525000/US",56.652,58.157,59.012,61.558,61.505,63.076,67.461,69.475,72.107,74.582,76.876,77.517,72.557,77.138,78.531,84.021,86.335,89.244,92.787,98.362,100,105.504,108.177,111.538,124.733,133.484,136.968,144.585
"531HSO/US",59.482,61.394,63.076,65.048,67.527,70.236,71.931,73.698,75.496,78.132,80.774,82.782,84.115,84.109,85.149,86.873,88.753,91.092,93.756,96.772,100,103.32,106.748,109.722,112.567,119.096,127.989,135.006
"531HST/US",54.095,55.749,57.512,59.688,62.308,64.594,66.651,68.803,71.179,73.966,76.904,79.146,80.675,80.817,82.188,84.328,86.772,89.607,92.797,96.297,100,103.674,107.471,110.824,113.646,120.88,130.259,136.703
"531ORE/US",75.027,76.056,78.122,80.308,81.821,83.492,84.516,86.372,88.704,90.84,90.348,91.405,89.778,89.166,89.648,90.301,91.662,93.709,96.024,97.831,100,101.902,104.34,106.109,109.275,114.289,117.23,120.451
"532100/US",82.662,83.764,82.275,85.06,85.743,88.222,90.853,91.702,92.35,96.049,97.605,103.131,111.526,110.669,109.609,107.801,108.383,110.181,105.171,100.043,100,102.705,102.711,100.191,116.076,125.422,126.264,126.487
"532400/US",73.312,72.307,72.847,73.495,73.817,74.393,75.53,79.938,82.191,84.117,86.425,87.399,88.456,89.016,90.452,92.847,95.489,95.904,97.323,97.901,100,101.656,102.395,102.76,104.851,112.049,115.872,117.966
"532A00/US",98.27,96.708,96.752,97.057,97.167,96.503,93.626,93.476,95.192,97.235,99.262,101.616,102.226,102.182,103.981,107.289,105.832,104.07,102.072,100.603,100,101.935,103.594,105.545,111.086,120.041,120.551,120.634
"533000/US",65.816,61.839,65.682,71.592,71.364,72.432,75.152,78.306,81.665,84.384,86.71,89.517,88.861,90.654,93.098,94.81,96.061,97.363,97.314,98.273,100,102.048,103.509,104.668,108.977,116.099,120.507,123.663
"541100/US",47.789,49.707,50.951,52.719,55.106,57.458,60.413,64.366,69.16,71.819,74.868,77.178,77.329,80.008,82.946,85.497,88.499,91.628,94.601,96.658,100,102.677,106.361,111.424,115.677,121.828,127.69,137.128
"541511/US",109.653,108.436,110.35,113.14,113.445,111.274,108.921,107.063,106.855,107.646,107.894,109.106,108.084,106.117,106.519,105.998,104.785,103.866,102.638,101.52,100,97.904,96.443,94.254,91.821,91.073,91.236,90.967
"541512/US",113.176,111.7,113.125,115.475,114.919,112.252,109.253,107.064,106.45,107.22,107.359,108.693,107.881,105.995,106.527,106.186,105.053,104.133,102.838,101.655,100,97.792,96.162,93.804,91.195,90.296,90.498,90.181
"54151A/US",139.96,136.248,136.451,138.509,138.174,135.599,130.779,126.09,123.938,124,122.498,122.184,119.411,114.502,113.231,110.427,108.1,106.03,103.638,101.81,100,97.376,96.219,94.705,92.697,90.892,91.12,92.517
"541200/US",67.77,69.316,72.607,75.152,76.977,78.449,81.827,83.154,84.503,86.668,90.171,92.031,92.657,93.192,92.233,92.545,93.975,95.242,97.099,98.207,100,102.344,105.878,107.047,108.72,111.49,117.848,123.479
"541300/US",62.977,64.707,66.823,68.758,71.24,74.412,76.22,77.801,79.106,82.038,85.558,87.14,88.247,88.646,89.93,91.324,92.765,93.612,95.995,97.835,100,102.209,104.355,104.753,106.46,111.738,115.486,118.176
"541610/US",61.409,64.815,67.877,72.443,71.518,72.466,74.115,81.933,85.419,90.374,92.499,95.096,96.412,97.401,98.298,99.102,99.993,98.893,100.086,99.913,100,98.884,96.849,94.366,94.134,94.712,96.317,98.588
"5416A0/US",60.683,64.098,67.118,71.709,70.767,71.727,73.394,81.396,84.938,90.012,92.157,94.761,96.164,97.239,98.206,99.102,100.036,98.755,99.963,99.948,100,99.938,98.115,95.736,96.022,97.001,99.291,101.966
"541700/US",69.62,70.713,72.427,75.147,74.952,74.435,75.692,77.518,79.61,81.447,83.927,86.414,85.617,87.709,90.423,92.687,93.842,96.045,98.471,97.027,100,103.589,105.354,110.165,113.377,116.567,117.696,120.413
"541800/US",76.528,77.719,80.525,81.709,82.171,79.77,80.872,81.674,86.589,92.389,94.154,94.685,94.308,94.227,95.298,96.531,97.664,98.506,99.094,99.596,100,100.123,101.051,99.911,99.076,104.054,104.874,105.656
"541400/US",71.59,74.28,78.38,80.987,82.307,83.394,83.99,83.842,85.954,89.292,91.921,92.965,92.753,92.299,92.16,92.504,93.442,94.504,96.041,97.994,100,100.062,99.484,99.662,100.372,102.918,104.448,106.235
"541920/US",78.833,79.518,79.978,80.938,82.498,84.865,86.292,86.272,86.332,87.023,88.036,89.96,92.463,93.914,96.662,98.806,99.422,101.066,101.187,102.187,100,98.054,95.688,96.147,96.727,102.452,109.35,108.957
"541940/US",45.275,46.492,48.15,51.358,54.3,56.035,58.602,61.591,64.741,67.364,71.13,75.614,79.33,81.704,85.443,87.918,89.903,92.358,95.187,98.195,100,102.396,106.053,109.373,112.931,122.659,133.334,140.632
"5419A0/US",51.637,54.213,56.804,59.868,61.751,64.065,66.508,70.502,73.266,76.551,79.242,82.171,84.091,86.295,88.357,90.083,92.112,93.457,95.338,97.545,100,102.929,103.37,104.064,104.742,109.957,117.144,122.162
"550000/US",58.519,61.798,64.7,69.125,68.209,69.115,70.709,78.393,81.791,86.636,92.994,94.722,96.069,97.114,98.054,98.896,99.793,98.779,99.971,99.944,100,99.911,99.174,98.289,98.354,99.326,101.611,105.568
"561300/US",75.389,76.494,78.265,80.058,81.123,81.521,82.251,83.585,85.152,87.048,88.598,89.758,89.933,90.062,90.541,91.171,92.719,94.464,95.957,98.66,100,100.274,102.265,104.081,107.893,112.968,114.213,115.086
"561700/US",64.415,65.783,67.487,69.672,72.631,74.609,75.274,76.675,78.226,80.649,82.881,85.472,86.71,86.809,88.043,89.691,91.172,93.299,95.593,97.866,100,102.181,104.649,106.643,109.757,116.813,122.784,128.57
"561100/US",62.044,65.552,68.673,73.358,72.455,73.487,74.091,82.011,85.481,90.457,92.131,94.602,95.834,95.895,96.675,97.335,98.213,97.848,98.946,99.05,100,100.832,100.324,99.309,101.1,102.774,105.116,108.87
"561200/US",68.666,70.97,73.58,77.251,80.552,83.767,83.095,85.242,85.753,87.322,88.671,90.782,91.757,91.229,92.141,92.864,93.582,95.273,97.056,98.735,100,100.989,103.043,104.993,107.921,115.474,120.86,128.162
"561400/US",70.273,72.305,73.732,75.814,75.59,75.869,76.076,80.107,82.284,85.675,87.725,90.197,91.247,91.771,92.98,94.212,95.448,96.029,97.783,99.078,100,101.621,101.87,101.749,103.362,106.472,111.123,115.175
"561500/US",82.687,83.04,84.56,90.363,92.699,89.559,89.168,88.075,88.463,91.639,93.53,93.807,94.479,94.751,95.616,96.565,97.671,98.052,99.267,99.526,100,100.752,103.012,97.668,98.704,103.349,108.437,109.581
"561600/US",58.351,62.358,65.916,70.802,73.903,79.427,79.584,82.918,83.253,85.046,86.391,88.227,89.582,89.087,89.718,90.598,91.244,93.036,95.17,97.567,100,102.31,106.007,109.866,114.41,122.742,132.765,144.137
"561900/US",60.231,62.099,63.911,67.102,69.476,70.761,72.27,74.075,77.288,81.13,83.404,86.922,88.191,88.251,89.254,90.903,92.149,93.76,96.073,98.031,100,103.359,106.154,108.202,111.551,116.962,122.63,128.154
"562111/US",59.799,59.748,61.52,64.698,67.199,68.982,71.141,72.938,74.242,76.365,79.068,82.754,84.47,86.73,89.096,90.557,92.113,94.295,94.922,97.339,100,104.402,107.533,111.166,116.041,124.179,136.226,142.902
"562HAZ/US",59.799,59.748,61.52,64.698,67.199,68.982,71.141,72.938,74.242,76.365,79.068,82.754,84.47,86.73,89.096,90.557,92.113,94.295,94.922,97.339,100,104.402,107.533,111.166,116.041,124.179,136.226,142.902
"562212/US",59.799,59.748,61.52,64.698,67.199,68.982,71.141,72.938,74.242,76.365,79.068,82.754,84.47,86.73,89.096,90.557,92.113,94.295,94.922,97.339,100,104.402,107.533,111.166,116.041,124.179,136.226,142.902
"562213/US",59.799,59.748,61.52,64.698,67.199,68.982,71.141,72.938,74.242,76.365,79.068,82.754,84.47,86.73,89.096,90.557,92.113,94.295,94.922,97.339,100,104.402,107.533,111.166,116.041,124.179,136.226,142.902
"562910/US",59.799,59.748,61.52,64.698,67.199,68.982,71.141,72.938,74.242,76.365,79.068,82.754,84.47,86.73,89.096,90.557,92.113,94.295,94.922,97.339,100,104.402,107.533,111.166,116.041,124.179,136.226,142.902
