"NAICS_Code","BEA_Code","Location","allocation_factor"
"238330","230302","US",0.0423944981080796
"238990","230302","US",0.0423944981080796
"23611","230302","US",0.094938280740773
"23811","230302","US",0.0423944981080796
"2383","230302","US",0.0423944981080796
"238130","230302","US",0.0423944981080796
"23813","230302","US",0.0423944981080796
"238910","230302","US",0.0423944981080796
"238","230302","US",0.0423944981080796
"238150","230302","US",0.0423944981080796
"23815","230302","US",0.0423944981080796
"238340","230302","US",0.0423944981080796
"2361","230302","US",0.094938280740773
"23829","230302","US",0.0423944981080796
"238110","230302","US",0.0423944981080796
"23814","230302","US",0.0423944981080796
"23833","230302","US",0.0423944981080796
"23817","230302","US",0.0423944981080796
"238160","230302","US",0.0423944981080796
"238290","230302","US",0.0423944981080796
"23816","230302","US",0.0423944981080796
"238350","230302","US",0.0423944981080796
"23835","230302","US",0.0423944981080796
"238170","230302","US",0.0423944981080796
"238220","230302","US",0.0423944981080796
"238320","230302","US",0.0423944981080796
"23839","230302","US",0.0423944981080796
"23831","230302","US",0.0423944981080796
"238390","230302","US",0.0423944981080796
"2382","230302","US",0.0423944981080796
"23834","233210","US",0.0320433690894745
"23899","233210","US",0.0320433690894745
"238120","233210","US",0.0320433690894745
"238130","233210","US",0.0320433690894745
"23822","233210","US",0.0320433690894745
"238190","233210","US",0.0320433690894745
"23891","233210","US",0.0320433690894745
"23819","233210","US",0.0320433690894745
"237210","233210","US",0.0351462540551651
"238340","233210","US",0.0320433690894745
"23721","233210","US",0.0351462540551651
"238140","233210","US",0.0320433690894745
"236","233210","US",0.0342966445606378
"238990","233210","US",0.0320433690894745
"23833","233210","US",0.0320433690894745
"23811","233210","US",0.0320433690894745
"23815","233210","US",0.0320433690894745
"23813","233210","US",0.0320433690894745
"238910","233210","US",0.0320433690894745
"238","233210","US",0.0320433690894745
"2362","233210","US",0.0656959709849291
"236220","233210","US",0.094819664752985
"2389","233210","US",0.0320433690894745
"238310","233210","US",0.0320433690894745
"23812","233210","US",0.0320433690894745
"238210","233210","US",0.0320433690894745
"23814","233210","US",0.0320433690894745
"2372","233210","US",0.0351462540551651
"2383","233210","US",0.0320433690894745
"238160","233210","US",0.0320433690894745
"23622","233210","US",0.094819664752985
"23816","233210","US",0.0320433690894745
"23829","233210","US",0.0320433690894745
"23835","233210","US",0.0320433690894745
"238150","233210","US",0.0320433690894745
"238220","233210","US",0.0320433690894745
"23817","233210","US",0.0320433690894745
