Row ID,USEEIO Sector Name,USEEIO Sector Code,NAICS Sector Code,Activity Category,IPCC/UNFCCC Category,Activity Subcategory,Activity Type,Activity,Fuel Consumed,Gas Category,Gas,Emissions (kg),Emissions Intensity (kg/USD_2022),AR5-100 GWP,Emissions (kgCO2e),Emissions (MTCO2e),Contribution to USEEIO Sector's Scope 1 (%),Attribution Sources
7595,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-134a,2008.9546257776135,3.7760885413661394e-08,1300.0,,2611.6410135108977,0.007250467899744887,Detail_Use_2022
7596,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,1851730.337218789,1851.730337218789,0.00514079511676063,Detail_Use_2022
7597,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-143a,335.69165947013005,6.309756390175746e-09,4800.0,,1611.3199654566242,0.004473365070207627,Detail_Use_2022
7598,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Carbon dioxide,Carbon dioxide,913803.7243751182,1.717611601772712e-05,1.0,,913.8037243751181,0.0025369124378018092,Detail_Use_2022
7599,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,236.1492048463671,4.438727958467109e-09,3170.0,,748.5929793629837,0.0020782524622513752,Detail_Use_2022
7600,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-32,838.6232265134702,1.5763001889279917e-08,677.0,,567.7479243496193,0.0015761883349771214,Detail_Use_2022
7601,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,386.29379397589986,7.260888575164465e-09,1300.0,,502.18193216866985,0.0013941632713624912,Detail_Use_2022
7602,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,64.54879720968725,1.2132776438796897e-09,4800.0,,309.8342266064988,0.0008601653529834678,Detail_Use_2022
7603,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,216280.29458671348,4.065266241620869e-06,1.0,,216.2802945867135,0.0006004398480249976,Detail_Use_2022
7604,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,21.926408460780866,4.1213504117854343e-10,8060.0,,176.7268521938938,0.0004906311251147915,Detail_Use_2022
7605,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,175711.6378382792,3.3027261726679298e-06,1.0,,175.7116378382792,0.0004878126753130523,Detail_Use_2022
7606,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,4429.4673567865575,8.325753461874662e-08,28.0,,124.02508599002361,0.0003443198740108977,Detail_Use_2022
7607,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,161.25548269205152,3.031004148190886e-09,677.0,,109.16996178251888,0.00030307890687336473,Detail_Use_2022
7608,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,Natural gas,Natural Gas,Methane,Methane,2307.4157411911874,4.337084585525333e-08,28.0,,64.60764075335325,0.00017936447732941175,Detail_Use_2022
7609,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,156.00640139060852,2.9323409155785217e-09,265.0,,41.34169636851126,0.00011477329422007099,Detail_Use_2022
7610,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-236fa,4.025137785070884,7.565764040958768e-11,8060.0,,32.44261054767132,9.006754953798106e-05,Detail_Use_2022
7611,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Non-Manufacturing,Natural gas,Natural Gas,Nitrous oxide,Nitrous oxide,48.760484812299765,9.165160109074803e-10,265.0,,12.921528475259437,3.5872896367009485e-05,Detail_Use_2022
7612,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6242,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-236fa,0.7739775335487858,1.4547902965091272e-11,8060.0,,6.238258920403214,1.7318726355838787e-05,Detail_Use_2022
7613,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,52458623.11650603,52458.62311650603,0.14563623446077228,Detail_Use_2022
7614,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Fuel Combustion,Energy,Stationary Combustion,Petroleum Combustion,,,Carbon dioxide,Carbon dioxide,26913443.663064733,0.0005058727804042091,1.0,,26913.443663064732,0.07471741266933088,Detail_Use_2022
7615,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,24848098.63672143,0.0004670519649020982,1.0,,24848.09863672143,0.06898357798916978,Detail_Use_2022
7616,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-125,6689.99253687469,1.2574701208365645e-07,3170.0,,21207.276341892768,0.05887588514747878,Detail_Use_2022
7617,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-134a,10943.515987788582,2.0569745475336608e-07,1300.0,,14226.570784125157,0.03949596987492611,Detail_Use_2022
7618,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,9630085.403030094,9630.085403030094,0.026735154152219075,Detail_Use_2022
7619,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-143a,1828.6361450083402,3.4371567704378414e-08,4800.0,,8777.453496040032,0.024368067619288915,Detail_Use_2022
7620,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Carbon dioxide,Carbon dioxide,4977825.551201303,9.3564631991303e-05,1.0,,4977.825551201303,0.013819496700657227,Detail_Use_2022
7621,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-125,1228.1145719866583,2.3083992556420027e-08,3170.0,,3893.123193197707,0.010808133505334272,Detail_Use_2022
7622,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-32,4568.289681270746,8.58668787126564e-08,677.0,,3092.732114220295,0.0085860785615859,Detail_Use_2022
7623,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-134a,2008.9546257776135,3.7760885413661394e-08,1300.0,,2611.6410135108977,0.007250467899744887,Detail_Use_2022
7624,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),"HFCs and PFCs, unspecified",,,1.0,1851730.337218789,1851.730337218789,0.00514079511676063,Detail_Use_2022
7625,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-143a,335.69165947013005,6.309756390175746e-09,4800.0,,1611.3199654566242,0.004473365070207627,Detail_Use_2022
7626,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Carbon dioxide,Carbon dioxide,913803.7243751182,1.717611601772712e-05,1.0,,913.8037243751181,0.0025369124378018092,Detail_Use_2022
7627,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-125,236.1492048463671,4.438727958467109e-09,3170.0,,748.5929793629837,0.0020782524622513752,Detail_Use_2022
7628,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-32,838.6232265134702,1.5763001889279917e-08,677.0,,567.7479243496193,0.0015761883349771214,Detail_Use_2022
7629,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-134a,386.29379397589986,7.260888575164465e-09,1300.0,,502.18193216866985,0.0013941632713624912,Detail_Use_2022
7630,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-143a,64.54879720968725,1.2132776438796897e-09,4800.0,,309.8342266064988,0.0008601653529834678,Detail_Use_2022
7631,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Fuel Combustion,Energy,Stationary Combustion,Coal Combustion for Non-Manufacturing Purposes,,,Carbon dioxide,Carbon dioxide,216280.29458671348,4.065266241620869e-06,1.0,,216.2802945867135,0.0006004398480249976,Detail_Use_2022
7632,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Refrigeration,,Fluorinated gases (F-Gases),HFC-236fa,21.926408460780866,4.1213504117854343e-10,8060.0,,176.7268521938938,0.0004906311251147915,Detail_Use_2022
7633,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Carbon dioxide,Carbon dioxide,175711.6378382792,3.3027261726679298e-06,1.0,,175.7116378382792,0.0004878126753130523,Detail_Use_2022
7634,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil Combustion,Fuel Oil,Fuel Oil,Methane,Methane,4429.4673567865575,8.325753461874662e-08,28.0,,124.02508599002361,0.0003443198740108977,Detail_Use_2022
7635,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Foams,Foams,,Fluorinated gases (F-Gases),HFC-32,161.25548269205152,3.031004148190886e-09,677.0,,109.16996178251888,0.00030307890687336473,Detail_Use_2022
7636,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Fuel Combustion,Energy,Stationary Combustion,Natural Gas Combustion for Manufacturing Purposes,Natural gas,Natural Gas,Methane,Methane,2307.4157411911874,4.337084585525333e-08,28.0,,64.60764075335325,0.00017936447732941175,Detail_Use_2022
7637,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Fuel Combustion,Energy,Stationary Combustion,Fuel Oil,Fuel Oil,Fuel Oil,Nitrous oxide,Nitrous oxide,156.00640139060852,2.9323409155785217e-09,265.0,,41.34169636851126,0.00011477329422007099,Detail_Use_2022
7638,"Community food, housing, and other relief services, including vocational rehabilitation services",624A00,6243,Process & Fugitive Gases,Industrial Processes and Product Use,Product Use,Refrigerant Use,Commercial Stationary Air Conditioning,,Fluorinated gases (F-Gases),HFC-236fa,4.025137785070884,7.565764040958768e-11,8060.0,,32.44261054767132,9.006754953798106e-05,Detail_Use_2022
